NM_UE,SQ_CANDIDATO,DS_TIPO_BEM_CANDIDATO,VR_BEM_CANDIDATO
VITÓRIA DA CONQUISTA,50001211569,Dinheiro em espécie - moeda nacional,650.0
VITÓRIA DA CONQUISTA,50001211570,Depósito bancário em conta corrente no País,23000.0
VITÓRIA DA CONQUISTA,50001211570,Terreno,91511.36
VITÓRIA DA CONQUISTA,50001211570,Outros bens imóveis,19998.0
VITÓRIA DA CONQUISTA,50001211570,Outros bens imóveis,19998.0
VITÓRIA DA CONQUISTA,50001211570,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",30000.0
VITÓRIA DA CONQUISTA,50001211570,Apartamento,108000.0
VITÓRIA DA CONQUISTA,50001211570,Outros bens imóveis,11500.0
VITÓRIA DA CONQUISTA,50001211570,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",50000.0
VITÓRIA DA CONQUISTA,50001211571,Dinheiro em espécie - moeda nacional,1200.0
VITÓRIA DA CONQUISTA,50001211572,Dinheiro em espécie - moeda nacional,2250.0
VITÓRIA DA CONQUISTA,50001211572,Casa,128000.0
VITÓRIA DA CONQUISTA,50001211572,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",4500.0
VITÓRIA DA CONQUISTA,50001211573,Outras participações societárias,100000.0
VITÓRIA DA CONQUISTA,50001211573,Outras participações societárias,30000.0
VITÓRIA DA CONQUISTA,50001211573,Dinheiro em espécie - moeda nacional,20000.0
VITÓRIA DA CONQUISTA,50001211574,Casa,40000.0
VITÓRIA DA CONQUISTA,50001211574,Dinheiro em espécie - moeda nacional,1500.0
VITÓRIA DA CONQUISTA,50001211575,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",45000.0
VITÓRIA DA CONQUISTA,50001211575,Terreno,15000.0
VITÓRIA DA CONQUISTA,50001211575,Dinheiro em espécie - moeda nacional,2350.0
VITÓRIA DA CONQUISTA,50001211575,Terreno,15000.0
VITÓRIA DA CONQUISTA,50001211576,Dinheiro em espécie - moeda nacional,1000.0
VITÓRIA DA CONQUISTA,50001211576,Outros bens imóveis,150000.0
VITÓRIA DA CONQUISTA,50001211577,Dinheiro em espécie - moeda nacional,250.0
VITÓRIA DA CONQUISTA,50001211578,Dinheiro em espécie - moeda nacional,1000.0
VITÓRIA DA CONQUISTA,50001211578,Depósito bancário em conta corrente no País,10000.0
VITÓRIA DA CONQUISTA,50001211579,Dinheiro em espécie - moeda nacional,500.0
VITÓRIA DA CONQUISTA,50001211579,Casa,180000.0
VITÓRIA DA CONQUISTA,50001211579,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",22000.0
VITÓRIA DA CONQUISTA,50001211579,Depósito bancário em conta corrente no País,2000.0
VITÓRIA DA CONQUISTA,50001211579,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",8000.0
VITÓRIA DA CONQUISTA,50001211580,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211581,Dinheiro em espécie - moeda nacional,500.0
VITÓRIA DA CONQUISTA,50001211581,Depósito bancário em conta corrente no País,3100.0
VITÓRIA DA CONQUISTA,50001211581,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",89000.0
VITÓRIA DA CONQUISTA,50001211581,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",15000.0
VITÓRIA DA CONQUISTA,50001211581,Outros bens imóveis,350000.0
VITÓRIA DA CONQUISTA,50001211582,Dinheiro em espécie - moeda nacional,560.0
VITÓRIA DA CONQUISTA,50001211583,Construção,604000.0
VITÓRIA DA CONQUISTA,50001211583,Casa,5610.95
VITÓRIA DA CONQUISTA,50001211583,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",33000.0
VITÓRIA DA CONQUISTA,50001211583,Depósito bancário em conta corrente no País,3.84
VITÓRIA DA CONQUISTA,50001211583,Depósito bancário em conta corrente no País,1062.68
VITÓRIA DA CONQUISTA,50001211583,Caderneta de poupança,47834.44
VITÓRIA DA CONQUISTA,50001211583,"Aplicação de renda fixa (CDB, RDB e outros)",20463.62
VITÓRIA DA CONQUISTA,50001211583,Terreno,416.38
VITÓRIA DA CONQUISTA,50001211583,Caderneta de poupança,1134.07
VITÓRIA DA CONQUISTA,50001211584,Terreno,46800.0
VITÓRIA DA CONQUISTA,50001211584,Dinheiro em espécie - moeda nacional,550.0
VITÓRIA DA CONQUISTA,50001211585,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211586,Dinheiro em espécie - moeda nacional,350.0
VITÓRIA DA CONQUISTA,50001211586,Casa,230000.0
VITÓRIA DA CONQUISTA,50001211586,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",18000.0
VITÓRIA DA CONQUISTA,50001211586,Depósito bancário em conta corrente no País,18000.0
VITÓRIA DA CONQUISTA,50001211587,Dinheiro em espécie - moeda nacional,1450.0
VITÓRIA DA CONQUISTA,50001211587,Depósito bancário em conta corrente no País,2300.0
VITÓRIA DA CONQUISTA,50001211623,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",19500.0
VITÓRIA DA CONQUISTA,50001211623,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211623,Casa,280000.0
VITÓRIA DA CONQUISTA,50001211624,Dinheiro em espécie - moeda nacional,500.0
VITÓRIA DA CONQUISTA,50001211625,Dinheiro em espécie - moeda nacional,1500.0
VITÓRIA DA CONQUISTA,50001211626,Dinheiro em espécie - moeda nacional,600.0
VITÓRIA DA CONQUISTA,50001211627,Dinheiro em espécie - moeda nacional,500.0
VITÓRIA DA CONQUISTA,50001211628,Dinheiro em espécie - moeda nacional,500.0
VITÓRIA DA CONQUISTA,50001211629,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211629,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",6000.0
VITÓRIA DA CONQUISTA,50001211630,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211631,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211631,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",8000.0
VITÓRIA DA CONQUISTA,50001211632,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211633,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211634,Dinheiro em espécie - moeda nacional,1000.0
VITÓRIA DA CONQUISTA,50001211635,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211636,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",20000.0
VITÓRIA DA CONQUISTA,50001211636,Casa,130000.0
VITÓRIA DA CONQUISTA,50001211636,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001211636,Terreno,100000.0
VITÓRIA DA CONQUISTA,50001211637,Quotas ou quinhões de capital,10000.0
VITÓRIA DA CONQUISTA,50001211637,Construção,100000.0
VITÓRIA DA CONQUISTA,50001211637,Casa,13000.0
VITÓRIA DA CONQUISTA,50001211638,Dinheiro em espécie - moeda nacional,1500.0
VITÓRIA DA CONQUISTA,50001211638,Depósito bancário em conta corrente no País,800.0
VITÓRIA DA CONQUISTA,50001211639,Dinheiro em espécie - moeda nacional,500.0
VITÓRIA DA CONQUISTA,50001212532,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",9300.0
VITÓRIA DA CONQUISTA,50001212532,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",4300.0
