NM_UE,SQ_CANDIDATO,DS_TIPO_BEM_CANDIDATO,VR_BEM_CANDIDATO
VITÓRIA DA CONQUISTA,50000963921,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",50000.0
VITÓRIA DA CONQUISTA,50000963922,Casa,100000.0
VITÓRIA DA CONQUISTA,50000963923,Casa,180000.0
VITÓRIA DA CONQUISTA,50000963924,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",18000.0
VITÓRIA DA CONQUISTA,50000963924,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",60000.0
VITÓRIA DA CONQUISTA,50000963924,Terreno,15000.0
VITÓRIA DA CONQUISTA,50000963933,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",9000.0
VITÓRIA DA CONQUISTA,50000963933,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",3000.0
VITÓRIA DA CONQUISTA,50000963935,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",6000.0
VITÓRIA DA CONQUISTA,50000963936,Casa,180000.0
VITÓRIA DA CONQUISTA,50000963938,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",35000.0
VITÓRIA DA CONQUISTA,50000963938,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",26000.0
VITÓRIA DA CONQUISTA,50000963935,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",36000.0
VITÓRIA DA CONQUISTA,50000965697,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",14000.0
VITÓRIA DA CONQUISTA,50000965699,Casa,85000.0
VITÓRIA DA CONQUISTA,50000965699,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",3500.0
VITÓRIA DA CONQUISTA,50000965699,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",13000.0
VITÓRIA DA CONQUISTA,50000965700,OUTROS BENS E DIREITOS,51256.07
VITÓRIA DA CONQUISTA,50000965706,Casa,120000.0
VITÓRIA DA CONQUISTA,50000965706,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",9000.0
VITÓRIA DA CONQUISTA,50000965707,Caderneta de poupança,8000.0
VITÓRIA DA CONQUISTA,50000965707,Casa,90000.0
VITÓRIA DA CONQUISTA,50000965714,OUTROS BENS E DIREITOS,33904.18
VITÓRIA DA CONQUISTA,50000965715,Casa,500000.0
VITÓRIA DA CONQUISTA,50000965715,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",80000.0
VITÓRIA DA CONQUISTA,50000965715,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",50000.0
VITÓRIA DA CONQUISTA,50000965716,Terreno,50000.0
VITÓRIA DA CONQUISTA,50000965716,Terreno,50000.0
VITÓRIA DA CONQUISTA,50000965716,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",8000.0
VITÓRIA DA CONQUISTA,50000965716,OUTROS BENS E DIREITOS,10000.0
VITÓRIA DA CONQUISTA,50000965718,Apartamento,200000.0
VITÓRIA DA CONQUISTA,50000965718,Apartamento,200000.0
VITÓRIA DA CONQUISTA,50000965718,Casa,500000.0
VITÓRIA DA CONQUISTA,50000965718,Terreno,60000.0
VITÓRIA DA CONQUISTA,50000965718,OUTROS BENS E DIREITOS,70000.0
VITÓRIA DA CONQUISTA,50000965723,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",38000.0
VITÓRIA DA CONQUISTA,50000965724,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",90000.0
VITÓRIA DA CONQUISTA,50000965724,OUTROS BENS E DIREITOS,10000000.0
VITÓRIA DA CONQUISTA,50000965724,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",21000.0
VITÓRIA DA CONQUISTA,50000965724,OUTROS BENS E DIREITOS,540000.0
VITÓRIA DA CONQUISTA,50000965724,Outros bens imóveis,80000.0
VITÓRIA DA CONQUISTA,50000965724,OUTROS BENS E DIREITOS,3500000.0
VITÓRIA DA CONQUISTA,50000965724,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",279000.0
VITÓRIA DA CONQUISTA,50000965724,Loja,150000.0
VITÓRIA DA CONQUISTA,50000965724,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",180000.0
VITÓRIA DA CONQUISTA,50000965724,Casa,750000.0
VITÓRIA DA CONQUISTA,50000965724,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",135000.0
VITÓRIA DA CONQUISTA,50000965724,OUTROS BENS E DIREITOS,360000.0
VITÓRIA DA CONQUISTA,50000965724,Terreno,1500000.0
VITÓRIA DA CONQUISTA,50000965724,Casa,750000.0
VITÓRIA DA CONQUISTA,50000965724,Loja,80000.0
VITÓRIA DA CONQUISTA,50000965724,Casa,600000.0
VITÓRIA DA CONQUISTA,50000965724,Terreno,2500000.0
VITÓRIA DA CONQUISTA,50000965724,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",95000.0
VITÓRIA DA CONQUISTA,50000965724,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",94000.0
VITÓRIA DA CONQUISTA,50000965724,OUTROS BENS E DIREITOS,600000.0
VITÓRIA DA CONQUISTA,50000966450,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",42000.0
VITÓRIA DA CONQUISTA,50000966451,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",24000.0
VITÓRIA DA CONQUISTA,50000966453,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",47000.0
VITÓRIA DA CONQUISTA,50000966453,Casa,170000.0
VITÓRIA DA CONQUISTA,50000966454,Terra nua,60000.0
VITÓRIA DA CONQUISTA,50000966454,Casa,70000.0
VITÓRIA DA CONQUISTA,50000966454,Depósito bancário em conta corrente no País,1000.0
VITÓRIA DA CONQUISTA,50000966455,Caderneta de poupança,8496.24
VITÓRIA DA CONQUISTA,50000966455,Terreno,120000.0
VITÓRIA DA CONQUISTA,50000966455,Casa,200000.0
VITÓRIA DA CONQUISTA,50000966455,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",4000.0
VITÓRIA DA CONQUISTA,50000966455,Terreno,270000.0
VITÓRIA DA CONQUISTA,50000966455,Terreno,40000.0
VITÓRIA DA CONQUISTA,50000966455,Depósito bancário em conta corrente no País,172.45
VITÓRIA DA CONQUISTA,50000966456,Terreno,120000.0
VITÓRIA DA CONQUISTA,50000966456,Casa,250000.0
VITÓRIA DA CONQUISTA,50000966457,Casa,200000.0
VITÓRIA DA CONQUISTA,50000966458,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",3000.0
VITÓRIA DA CONQUISTA,50000966460,Terreno,30000.0
VITÓRIA DA CONQUISTA,50000966460,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",27000.0
VITÓRIA DA CONQUISTA,50000966460,Casa,250000.0
VITÓRIA DA CONQUISTA,50000966460,Outros fundos,1197.62
VITÓRIA DA CONQUISTA,50000966460,Depósito bancário em conta corrente no País,5879.41
VITÓRIA DA CONQUISTA,50000966460,Depósito bancário em conta corrente no País,288.95
VITÓRIA DA CONQUISTA,50000966460,Depósito bancário em conta corrente no País,630.1
VITÓRIA DA CONQUISTA,50000966460,Depósito bancário em conta corrente no País,1109.84
VITÓRIA DA CONQUISTA,50000966461,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",42000.0
VITÓRIA DA CONQUISTA,50000966461,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",120000.0
VITÓRIA DA CONQUISTA,50000966461,Terreno,160000.0
VITÓRIA DA CONQUISTA,50000966461,Apartamento,370000.0
VITÓRIA DA CONQUISTA,50000966461,"Aplicação de renda fixa (CDB, RDB e outros)",70000.0
VITÓRIA DA CONQUISTA,50000966463,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",13000.0
VITÓRIA DA CONQUISTA,50000966463,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",20000.0
VITÓRIA DA CONQUISTA,50000966464,Terreno,500000.0
VITÓRIA DA CONQUISTA,50000966464,Apartamento,250000.0
VITÓRIA DA CONQUISTA,50000966464,Prédio comercial,250000.0
VITÓRIA DA CONQUISTA,50000966464,Terreno,40000.0
VITÓRIA DA CONQUISTA,50000966464,Terreno,80000.0
VITÓRIA DA CONQUISTA,50000966464,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",20000.0
VITÓRIA DA CONQUISTA,50000966465,Casa,75000.0
VITÓRIA DA CONQUISTA,50000966467,Casa,100000.0
VITÓRIA DA CONQUISTA,50000966467,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",10000.0
VITÓRIA DA CONQUISTA,50000966468,Terreno,30000.0
VITÓRIA DA CONQUISTA,50000966469,Casa,200000.0
VITÓRIA DA CONQUISTA,50000966469,Terreno,80000.0
VITÓRIA DA CONQUISTA,50000966470,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",18000.0
VITÓRIA DA CONQUISTA,50000966470,Outras aplicações e Investimentos,225600.0
VITÓRIA DA CONQUISTA,50000966470,Ações (inclusive as provenientes de linha telefônica),78126.43
VITÓRIA DA CONQUISTA,50000966471,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",28000.0
VITÓRIA DA CONQUISTA,50000966472,Casa,250000.0
VITÓRIA DA CONQUISTA,50000966472,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",28000.0
VITÓRIA DA CONQUISTA,50000966473,Bem relacionado com o exercício da atividade autônoma,150000.0
VITÓRIA DA CONQUISTA,50000966474,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",84000.0
VITÓRIA DA CONQUISTA,50000966575,Casa,150000.0
VITÓRIA DA CONQUISTA,50000966575,Terreno,40000.0
VITÓRIA DA CONQUISTA,50000966575,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",1800.0
VITÓRIA DA CONQUISTA,50000966577,Casa,90000.0
VITÓRIA DA CONQUISTA,50000966577,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",16000.0
VITÓRIA DA CONQUISTA,50000966578,Casa,122000.0
VITÓRIA DA CONQUISTA,50000966578,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",4500.0
VITÓRIA DA CONQUISTA,50000966579,Apartamento,120000.0
VITÓRIA DA CONQUISTA,50000966580,Terreno,22968.0
VITÓRIA DA CONQUISTA,50000966580,Quotas ou quinhões de capital,8719.22
VITÓRIA DA CONQUISTA,50000966580,Quotas ou quinhões de capital,1000.0
VITÓRIA DA CONQUISTA,50000966580,Casa,628340.22
VITÓRIA DA CONQUISTA,50000966580,Quotas ou quinhões de capital,20000.0
VITÓRIA DA CONQUISTA,50000966580,Depósito bancário em conta corrente no País,10158.64
VITÓRIA DA CONQUISTA,50000966580,Depósito bancário em conta corrente no País,19941.48
VITÓRIA DA CONQUISTA,50000966580,Depósito bancário em conta corrente no País,5043.36
VITÓRIA DA CONQUISTA,50000966580,Caderneta de poupança,54218.55
VITÓRIA DA CONQUISTA,50000966580,Casa,93257.84
VITÓRIA DA CONQUISTA,50000966580,Casa,13576.31
VITÓRIA DA CONQUISTA,50000966580,Casa,105900.0
VITÓRIA DA CONQUISTA,50000966580,Terreno,96384.0
VITÓRIA DA CONQUISTA,50000966580,Outros bens imóveis,1900.0
VITÓRIA DA CONQUISTA,50000966580,Outros bens imóveis,7365.8
VITÓRIA DA CONQUISTA,50000966580,Outros bens imóveis,2500.0
VITÓRIA DA CONQUISTA,50000966580,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",97900.0
VITÓRIA DA CONQUISTA,50000966580,Outros bens móveis,13532.0
VITÓRIA DA CONQUISTA,50000966580,Caderneta de poupança,13071.16
VITÓRIA DA CONQUISTA,50000966581,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",7500.0
VITÓRIA DA CONQUISTA,50000966581,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",3500.0
VITÓRIA DA CONQUISTA,50000966583,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",15000.0
VITÓRIA DA CONQUISTA,50000966584,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",11000.0
VITÓRIA DA CONQUISTA,50000966585,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",80000.0
VITÓRIA DA CONQUISTA,50000966585,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",6000.0
VITÓRIA DA CONQUISTA,50000966585,Outros bens imóveis,750000.0
VITÓRIA DA CONQUISTA,50000966585,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",15000.0
VITÓRIA DA CONQUISTA,50000966585,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",90000.0
VITÓRIA DA CONQUISTA,50000966589,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",8000.0
VITÓRIA DA CONQUISTA,50000966589,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",40000.0
VITÓRIA DA CONQUISTA,50000966589,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",20000.0
VITÓRIA DA CONQUISTA,50000966590,Casa,120000.0
VITÓRIA DA CONQUISTA,50000966591,Casa,28000.0
VITÓRIA DA CONQUISTA,50000966594,Terreno,30000.0
VITÓRIA DA CONQUISTA,50000966594,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",9000.0
VITÓRIA DA CONQUISTA,50000966597,Casa,150000.0
VITÓRIA DA CONQUISTA,50000966598,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",25000.0
VITÓRIA DA CONQUISTA,50000966599,Apartamento,102880.0
VITÓRIA DA CONQUISTA,50000966600,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",10000.0
VITÓRIA DA CONQUISTA,50000966600,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",6000.0
VITÓRIA DA CONQUISTA,50000966601,Casa,100000.0
VITÓRIA DA CONQUISTA,50000966601,Outros bens imóveis,200000.0
VITÓRIA DA CONQUISTA,50000966601,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",150000.0
VITÓRIA DA CONQUISTA,50000966601,Outras participações societárias,20000.0
VITÓRIA DA CONQUISTA,50000966602,Casa,300000.0
VITÓRIA DA CONQUISTA,50000966602,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",6000.0
VITÓRIA DA CONQUISTA,50000966602,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",8000.0
VITÓRIA DA CONQUISTA,50000966603,Terreno,80000.0
VITÓRIA DA CONQUISTA,50000966604,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",6300.0
VITÓRIA DA CONQUISTA,50000966605,Casa,280000.0
VITÓRIA DA CONQUISTA,50000966605,Casa,120000.0
VITÓRIA DA CONQUISTA,50000966605,Casa,250000.0
VITÓRIA DA CONQUISTA,50000966464,Terreno,80000.0
VITÓRIA DA CONQUISTA,50000966464,Terreno,150000.0
VITÓRIA DA CONQUISTA,50000966474,Terreno,31800.0
VITÓRIA DA CONQUISTA,50001031961,Casa,200000.0
VITÓRIA DA CONQUISTA,50001031961,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",40000.0
VITÓRIA DA CONQUISTA,50001032387,Casa,120000.0
VITÓRIA DA CONQUISTA,50001032387,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032388,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032389,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",43000.0
VITÓRIA DA CONQUISTA,50001032389,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",5500.0
VITÓRIA DA CONQUISTA,50001032389,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032390,Dinheiro em espécie - moeda nacional,3000.0
VITÓRIA DA CONQUISTA,50001032391,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",15789.0
VITÓRIA DA CONQUISTA,50001032392,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",10000.0
VITÓRIA DA CONQUISTA,50001032392,Dinheiro em espécie - moeda nacional,3000.0
VITÓRIA DA CONQUISTA,50001032393,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032394,Depósito bancário em conta corrente no País,15244.14
VITÓRIA DA CONQUISTA,50001032394,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032394,Terreno,70000.0
VITÓRIA DA CONQUISTA,50001032395,Dinheiro em espécie - moeda nacional,4000.0
VITÓRIA DA CONQUISTA,50001032395,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",15000.0
VITÓRIA DA CONQUISTA,50001032395,Outros bens imóveis,80000.0
VITÓRIA DA CONQUISTA,50001032396,Outros bens imóveis,27000.0
VITÓRIA DA CONQUISTA,50001032396,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032397,Dinheiro em espécie - moeda nacional,3000.0
VITÓRIA DA CONQUISTA,50001032398,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032399,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",35000.0
VITÓRIA DA CONQUISTA,50001032399,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032400,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",12627.0
VITÓRIA DA CONQUISTA,50001032400,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032401,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032402,Dinheiro em espécie - moeda nacional,3000.0
VITÓRIA DA CONQUISTA,50001032403,Terreno,8000.0
VITÓRIA DA CONQUISTA,50001032403,Terreno,1000.0
VITÓRIA DA CONQUISTA,50001032403,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",18000.0
VITÓRIA DA CONQUISTA,50001032403,Terreno,17800.0
VITÓRIA DA CONQUISTA,50001032403,Terreno,60000.0
VITÓRIA DA CONQUISTA,50001032404,Dinheiro em espécie - moeda nacional,3000.0
VITÓRIA DA CONQUISTA,50001032405,Depósito bancário em conta corrente no País,10000.0
VITÓRIA DA CONQUISTA,50001032405,Outras participações societárias,15675.37
VITÓRIA DA CONQUISTA,50001032405,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",43200.0
VITÓRIA DA CONQUISTA,50001032405,Apartamento,127000.0
VITÓRIA DA CONQUISTA,50001032405,Dinheiro em espécie - moeda nacional,5000.0
VITÓRIA DA CONQUISTA,50001032406,Casa,180000.0
VITÓRIA DA CONQUISTA,50001032407,Casa,60000.0
VITÓRIA DA CONQUISTA,50001032408,Dinheiro em espécie - moeda nacional,4000.0
VITÓRIA DA CONQUISTA,50001032408,Casa,114000.0
VITÓRIA DA CONQUISTA,50001032408,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",24000.0
VITÓRIA DA CONQUISTA,50001032409,Dinheiro em espécie - moeda nacional,3000.0
VITÓRIA DA CONQUISTA,50001032410,Dinheiro em espécie - moeda nacional,3000.0
VITÓRIA DA CONQUISTA,50001032394,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",6000.0
VITÓRIA DA CONQUISTA,50001032405,Apartamento,90000.0
VITÓRIA DA CONQUISTA,50001075788,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",12000.0
VITÓRIA DA CONQUISTA,50001075790,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",9000.0
VITÓRIA DA CONQUISTA,50001075791,Terreno,50000.0
VITÓRIA DA CONQUISTA,50001075791,Terreno,50000.0
VITÓRIA DA CONQUISTA,50001075791,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",40000.0
VITÓRIA DA CONQUISTA,50001075792,Casa,80000.0
VITÓRIA DA CONQUISTA,50001075793,Casa,100000.0
VITÓRIA DA CONQUISTA,50001075794,Casa,230000.0
VITÓRIA DA CONQUISTA,50001075798,Apartamento,180000.0
VITÓRIA DA CONQUISTA,50001075798,Outros bens imóveis,220000.0
VITÓRIA DA CONQUISTA,50001075798,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",150000.0
VITÓRIA DA CONQUISTA,50001075798,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",80000.0
VITÓRIA DA CONQUISTA,50001075799,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",18000.0
VITÓRIA DA CONQUISTA,50001075799,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",52000.0
VITÓRIA DA CONQUISTA,50001075800,Casa,1500000.0
VITÓRIA DA CONQUISTA,50001075804,Casa,100000.0
VITÓRIA DA CONQUISTA,50001075805,Caderneta de poupança,3029.56
VITÓRIA DA CONQUISTA,50001075807,Casa,150000.0
VITÓRIA DA CONQUISTA,50001075809,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",4000.0
VITÓRIA DA CONQUISTA,50001075809,Casa,80000.0
VITÓRIA DA CONQUISTA,50001075809,Terreno,40000.0
VITÓRIA DA CONQUISTA,50001075809,Casa,70000.0
VITÓRIA DA CONQUISTA,50001075809,Caderneta de poupança,6000.0
VITÓRIA DA CONQUISTA,50001075812,Fundo de Longo Prazo e Fundo de Investimentos em Direitos Creditórios (FIDC),90000.0
VITÓRIA DA CONQUISTA,50001075813,OUTROS BENS E DIREITOS,308378.98
VITÓRIA DA CONQUISTA,50001197357,Terreno,70000.0
VITÓRIA DA CONQUISTA,50001197357,Terreno,20000.0
VITÓRIA DA CONQUISTA,50001197357,Terra nua,40000.0
VITÓRIA DA CONQUISTA,50001197357,Terra nua,150000.0
VITÓRIA DA CONQUISTA,50001197357,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",57810.0
VITÓRIA DA CONQUISTA,50001197358,Casa,25000.0
VITÓRIA DA CONQUISTA,50001197358,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",43263.85
VITÓRIA DA CONQUISTA,50001197358,Caderneta de poupança,20010.44
VITÓRIA DA CONQUISTA,50001197359,Apartamento,200000.0
VITÓRIA DA CONQUISTA,50001197359,Casa,90000.0
VITÓRIA DA CONQUISTA,50001197359,Terreno,62000.0
VITÓRIA DA CONQUISTA,50001197359,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",21000.0
VITÓRIA DA CONQUISTA,50001197359,Quotas ou quinhões de capital,15000.0
VITÓRIA DA CONQUISTA,50001197359,Depósito bancário em conta corrente no País,37970.74
VITÓRIA DA CONQUISTA,50001197360,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",25000.0
VITÓRIA DA CONQUISTA,50001197360,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",12000.0
VITÓRIA DA CONQUISTA,50001197360,Terra nua,300000.0
VITÓRIA DA CONQUISTA,50001197360,Casa,150000.0
VITÓRIA DA CONQUISTA,50001197361,Casa,450000.0
VITÓRIA DA CONQUISTA,50001197361,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",28000.0
VITÓRIA DA CONQUISTA,50001197361,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",22000.0
VITÓRIA DA CONQUISTA,50001197362,Casa,130000.0
VITÓRIA DA CONQUISTA,50001197362,Terreno,90000.0
VITÓRIA DA CONQUISTA,50001197365,Apartamento,54695.68
VITÓRIA DA CONQUISTA,50001197365,Caderneta de poupança,19.71
VITÓRIA DA CONQUISTA,50001197365,Depósito bancário em conta corrente no País,5774.46
VITÓRIA DA CONQUISTA,50001197365,Caderneta de poupança,5005.8
VITÓRIA DA CONQUISTA,50001197365,Depósito bancário em conta corrente no País,2735.44
VITÓRIA DA CONQUISTA,50001197365,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",38000.0
VITÓRIA DA CONQUISTA,50001197365,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",4200.0
VITÓRIA DA CONQUISTA,50001197366,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",4000.0
VITÓRIA DA CONQUISTA,50001197368,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",8000.0
VITÓRIA DA CONQUISTA,50001197368,Casa,60000.0
VITÓRIA DA CONQUISTA,50001197368,Terreno,35000.0
VITÓRIA DA CONQUISTA,50001197368,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",16000.0
VITÓRIA DA CONQUISTA,50001197368,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",106803.19
VITÓRIA DA CONQUISTA,50001197370,Casa,18350.02
VITÓRIA DA CONQUISTA,50001197370,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",18000.0
VITÓRIA DA CONQUISTA,50001197372,Apartamento,78424.0
VITÓRIA DA CONQUISTA,50001197373,Casa,300000.0
VITÓRIA DA CONQUISTA,50001197373,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",25000.0
VITÓRIA DA CONQUISTA,50001197374,Consórcio não contemplado,33033.82
VITÓRIA DA CONQUISTA,50001197374,Caderneta de poupança,3438.41
VITÓRIA DA CONQUISTA,50001197374,Terreno,78000.0
VITÓRIA DA CONQUISTA,50001197374,Depósito bancário em conta corrente no País,1871.93
VITÓRIA DA CONQUISTA,50001197374,Terreno,75000.0
VITÓRIA DA CONQUISTA,50001197374,Casa,68000.0
VITÓRIA DA CONQUISTA,50001197374,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",18000.0
VITÓRIA DA CONQUISTA,50001198113,Casa,163000.0
VITÓRIA DA CONQUISTA,50001198114,Terreno,60000.0
VITÓRIA DA CONQUISTA,50001198114,"Aplicação de renda fixa (CDB, RDB e outros)",103950.0
VITÓRIA DA CONQUISTA,50001198114,Depósito bancário em conta corrente no País,8988.7
VITÓRIA DA CONQUISTA,50001198114,Terreno,30000.0
VITÓRIA DA CONQUISTA,50001198114,Consórcio não contemplado,25419.08
VITÓRIA DA CONQUISTA,50001198114,Outros bens imóveis,45000.0
VITÓRIA DA CONQUISTA,50001198114,Terreno,30000.0
VITÓRIA DA CONQUISTA,50001198114,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",183500.0
VITÓRIA DA CONQUISTA,50001198114,Caderneta de poupança,40441.42
VITÓRIA DA CONQUISTA,50001198114,Apartamento,272657.46
VITÓRIA DA CONQUISTA,50001198114,Outras aplicações e Investimentos,891613.78
VITÓRIA DA CONQUISTA,50001198114,Depósito bancário em conta corrente no País,201700.78
VITÓRIA DA CONQUISTA,50001198114,Depósito bancário em conta corrente no País,10874.16
VITÓRIA DA CONQUISTA,50001197356,Casa,1.0
VITÓRIA DA CONQUISTA,50001197374,Terreno,60400.0
VITÓRIA DA CONQUISTA,50001198114,Casa,350000.0
VITÓRIA DA CONQUISTA,50001211563,Depósito bancário em conta corrente no País,6300.0
VITÓRIA DA CONQUISTA,50001211563,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",120000.0
VITÓRIA DA CONQUISTA,50001211564,Dinheiro em espécie - moeda nacional,900.0
VITÓRIA DA CONQUISTA,50001211565,Outros bens móveis,100000.0
VITÓRIA DA CONQUISTA,50001211565,Depósito bancário em conta corrente no País,5000.0
VITÓRIA DA CONQUISTA,50001211565,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",8000.0
VITÓRIA DA CONQUISTA,50001211565,Terreno,24000.0
VITÓRIA DA CONQUISTA,50001211565,Casa,70000.0
VITÓRIA DA CONQUISTA,50001211566,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211566,Depósito bancário em conta corrente no País,4000.0
VITÓRIA DA CONQUISTA,50001211566,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",55000.0
VITÓRIA DA CONQUISTA,50001211567,Dinheiro em espécie - moeda nacional,650.0
VITÓRIA DA CONQUISTA,50001211567,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",21000.0
VITÓRIA DA CONQUISTA,50001211568,Dinheiro em espécie - moeda nacional,300.0
VITÓRIA DA CONQUISTA,50001211569,Terreno,15000.0
