ANO_ELEICAO,NM_UE,DS_CARGO,NR_CANDIDATO,NR_PARTIDO,SG_PARTIDO,NM_MUNICIPIO_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO
2016,VITÓRIA DA CONQUISTA,VEREADOR,13444,13,PT,VITORIA DA CONQUISTA,39,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,11888,11,PP,VITORIA DA CONQUISTA,36,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VICE-PREFEITO,40,40,PSB,ANTAS,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
2016,VITÓRIA DA CONQUISTA,VICE-PREFEITO,50,18,REDE,VITÓRIA DA CONQUISTA,23,MASCULINO,SUPERIOR INCOMPLETO,PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS"
2016,VITÓRIA DA CONQUISTA,VEREADOR,25025,25,DEM,MALHADA DE PEDRAS,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
2016,VITÓRIA DA CONQUISTA,VEREADOR,12333,12,PDT,ANAGÉ,33,MASCULINO,SUPERIOR COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,13113,13,PT,SALVADOR,44,MASCULINO,SUPERIOR COMPLETO,PARDA,VEREADOR
2016,VITÓRIA DA CONQUISTA,VEREADOR,12666,12,PDT,ITAMBÉ,36,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,COMERCIÁRIO
2016,VITÓRIA DA CONQUISTA,VEREADOR,31333,31,PHS,VITORIA DA CONQUISTA,50,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,20777,20,PSC,JORDANIA,36,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,13313,13,PT,ECOPORANGA,62,FEMININO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,22123,22,PR,VITORIA DA CONQUISTA,45,MASCULINO,LÊ E ESCREVE,BRANCA,EMPRESÁRIO
2016,VITÓRIA DA CONQUISTA,VEREADOR,19222,19,PTN,SALVADOR,34,MASCULINO,SUPERIOR COMPLETO,PRETA,ADVOGADO
2016,VITÓRIA DA CONQUISTA,VEREADOR,36333,36,PTC,VITORIA DA CONQUIATA,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,40123,40,PSB,BARRA DO CHOÇA,37,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,13333,13,PT,POCOES,52,MASCULINO,SUPERIOR COMPLETO,PRETA,PROFESSOR DE ENSINO FUNDAMENTAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,15155,15,PMDB,BARRA DA ESTIVA,28,MASCULINO,SUPERIOR INCOMPLETO,PARDA,EMPRESÁRIO
2016,VITÓRIA DA CONQUISTA,VEREADOR,65500,65,PC do B,ITAMBÉ,56,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,45888,45,PSDB,VITORIA DA CONQUISTA,22,MASCULINO,SUPERIOR INCOMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,17123,17,PSL,GRACHO CARDOSO,60,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERVIDOR PÚBLICO ESTADUAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,77190,77,SD,SANTA BARBARA,61,MASCULINO,SUPERIOR COMPLETO,PARDA,MILITAR REFORMADO
2016,VITÓRIA DA CONQUISTA,VEREADOR,23789,23,PPS,VITÓRIA DA CONQUISTA,59,MASCULINO,LÊ E ESCREVE,PARDA,COMERCIANTE
2016,VITÓRIA DA CONQUISTA,VEREADOR,65122,65,PC do B,ITARANTIM,63,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PRETA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,36100,36,PTC,VITORIA DA CONQUISTA,60,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,22223,22,PR,VITORIA DA CONQUISTA,36,FEMININO,ENSINO MÉDIO COMPLETO,AMARELA,CABELEIREIRO E BARBEIRO
2016,VITÓRIA DA CONQUISTA,VEREADOR,20216,20,PSC,VITÓRIA DA CONQUISTA,34,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,TÉCNICO EM EDIFICAÇÕES
2016,VITÓRIA DA CONQUISTA,VEREADOR,43027,43,PV,VITÓRIA DA CONQUISTA,20,FEMININO,SUPERIOR INCOMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,54444,54,PPL,VITÓRIA DA CONQUISTA,55,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,POLICIAL MILITAR
2016,VITÓRIA DA CONQUISTA,VEREADOR,15150,15,PMDB,VITÓRIA DA CONQUISTA,38,MASCULINO,SUPERIOR INCOMPLETO,PRETA,COBRADOR DE TRANSPORTE COLETIVO
2016,VITÓRIA DA CONQUISTA,VEREADOR,25123,25,DEM,VITORIA DA CONQUISTA,77,MASCULINO,LÊ E ESCREVE,BRANCA,VEREADOR
2016,VITÓRIA DA CONQUISTA,VEREADOR,55212,55,PSD,VITORIA DA CONQUISTA,48,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,COMERCIANTE
2016,VITÓRIA DA CONQUISTA,VEREADOR,11555,11,PP,VITORIA DA CONQUISTA,33,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA
2016,VITÓRIA DA CONQUISTA,VEREADOR,43456,43,PV,SÃO PAULO,51,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,40111,40,PSB,VITORIA DA CONQUISTA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,15121,15,PMDB,VITÓRIA DA CONQUISTA,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,VIGILANTE
2016,VITÓRIA DA CONQUISTA,VEREADOR,55888,55,PSD,VITORIA DA CONQUISTA,59,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,ADMINISTRADOR
2016,VITÓRIA DA CONQUISTA,VEREADOR,20020,20,PSC,VITÓRIA DA CONQUISTA,38,MASCULINO,SUPERIOR COMPLETO,PRETA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,23223,23,PPS,ITAMBÉ,49,FEMININO,LÊ E ESCREVE,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,20021,20,PSC,VITÓRIA DA CONQUISTA,50,FEMININO,SUPERIOR COMPLETO,PARDA,CONTADOR
2016,VITÓRIA DA CONQUISTA,VEREADOR,65999,65,PC do B,VITÓRIA DA CONQUISTA,41,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERRALHEIRO
2016,VITÓRIA DA CONQUISTA,VEREADOR,20190,20,PSC,SALVADOR,48,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,40192,40,PSB,VITORIA DA CONQUISTA,40,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)
2016,VITÓRIA DA CONQUISTA,VEREADOR,15777,15,PMDB,VITORIA DA CONQUISTA,26,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,PROFESSOR DE ENSINO FUNDAMENTAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,23453,23,PPS,VITÓRIA DA CONQUISTA,41,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,COMERCIANTE
2016,VITÓRIA DA CONQUISTA,VEREADOR,65164,65,PC do B,VITÓRIA DA CONQUISTA BA,36,FEMININO,SUPERIOR COMPLETO,PRETA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,13123,13,PT,VITORIA DA CONQUISTA,31,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,77999,77,SD,VITÓRIA DA CONQUISTA,44,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,SECRETÁRIO E DATILÓGRAFO
2016,VITÓRIA DA CONQUISTA,VEREADOR,77444,77,SD,VITÓRIA DA CONQUISTA,49,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,25888,25,DEM,AQUIDABA,63,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,VEREADOR
2016,VITÓRIA DA CONQUISTA,VEREADOR,10000,10,PRB,JEQUIE,47,FEMININO,SUPERIOR COMPLETO,PARDA,PROFESSOR DE ENSINO FUNDAMENTAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,77700,77,SD,VITÓRIA DA CONQUISTA,56,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,11370,11,PP,VITORIA DA CONQUISTA,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,ELETRICISTA E ASSEMELHADOS
2016,VITÓRIA DA CONQUISTA,VEREADOR,36777,36,PTC,VITORIA DA CONQUISTA,41,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,45333,45,PSDB,VITORIA DA CONQUISTA,45,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,MECÂNICO DE MANUTENÇÃO
2016,VITÓRIA DA CONQUISTA,VEREADOR,51423,51,PEN,VITORIA DA CONQUISTA,50,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,77222,77,SD,PLANALTO,55,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,14444,14,PTB,VITORIA DA CONQUISTA,58,FEMININO,LÊ E ESCREVE,PARDA,COZINHEIRO
2016,VITÓRIA DA CONQUISTA,VEREADOR,54100,54,PPL,VITORIA DA CONQUISTA,46,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,DONA DE CASA
2016,VITÓRIA DA CONQUISTA,VEREADOR,45555,45,PSDB,VITORIA DA CONQUISTA,55,FEMININO,SUPERIOR COMPLETO,PARDA,SECRETÁRIO E DATILÓGRAFO
2016,VITÓRIA DA CONQUISTA,VEREADOR,11321,11,PP,ITABUNA,32,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,12007,12,PDT,VITÓRIA DA CONQUISTA,39,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA
2016,VITÓRIA DA CONQUISTA,VEREADOR,19999,19,PTN,VITÓRIA DA CONQUISTA,48,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,54200,54,PPL,VITORIA DA CONQUISTA,29,FEMININO,SUPERIOR INCOMPLETO,PRETA,COMERCIÁRIO
2016,VITÓRIA DA CONQUISTA,VEREADOR,27123,27,PSDC,VITÓRIA DA CONQUISTA,54,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,VIGILANTE
2016,VITÓRIA DA CONQUISTA,VEREADOR,27222,27,PSDC,VITÓRIA DA CONQUISTA,29,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,ARTESÃO
2016,VITÓRIA DA CONQUISTA,VEREADOR,15000,15,PMDB,TREMEDAL,40,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,20444,20,PSC,SALVADOR,46,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,55494,55,PSD,VITORIA DA CONQUISTA,67,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,DONA DE CASA
2016,VITÓRIA DA CONQUISTA,VEREADOR,10777,10,PRB,CAATIBA,42,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PRETA,REPRESENTANTE COMERCIAL
2016,VITÓRIA DA CONQUISTA,PREFEITO,15,15,PMDB,VITORIA DA CONQUISTA,68,MASCULINO,SUPERIOR COMPLETO,PARDA,JORNALISTA E REDATOR
2016,VITÓRIA DA CONQUISTA,VEREADOR,23255,23,PPS,VITÓRIA DA CONQUISTA,40,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)
2016,VITÓRIA DA CONQUISTA,VEREADOR,36603,36,PTC,ITORORO,38,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,45558,45,PSDB,VITORIA DA CONQUISTA,30,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)
2016,VITÓRIA DA CONQUISTA,VEREADOR,15031,15,PMDB,BAGE,54,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,COMERCIANTE
2016,VITÓRIA DA CONQUISTA,VEREADOR,15115,15,PMDB,VITORIA DA CONQUISTA,51,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,OUTROS
2016,VITÓRIA DA CONQUISTA,PREFEITO,40,40,PSB,BOA NOVA,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
2016,VITÓRIA DA CONQUISTA,VEREADOR,20030,20,PSC,VITÓRIA DA CONQUISTA,41,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,19555,19,PTN,CARAGUATATUBA,30,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,20001,20,PSC,ITAGIBA,35,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,14111,14,PTB,VITORIA DA CONQUISTA,45,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,JORNALISTA E REDATOR
2016,VITÓRIA DA CONQUISTA,VEREADOR,45123,45,PSDB,SAO JOSE DO RIO PRETO,42,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,15811,15,PMDB,VITORIA DA CONQUISTA,46,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,AGRICULTOR
2016,VITÓRIA DA CONQUISTA,VEREADOR,45222,45,PSDB,VITORIA DA CONQUISTA,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,COMERCIANTE
2016,VITÓRIA DA CONQUISTA,PREFEITO,12,12,PDT,VITORIA DA CONQUISTA,51,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,PUBLICITÁRIO
2016,VITÓRIA DA CONQUISTA,PREFEITO,50,50,PSOL,LIVRAMENTO DE NOSSA SENHORA,44,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO
2016,VITÓRIA DA CONQUISTA,VEREADOR,40113,40,PSB,BRASILIA DE MINAS,46,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,SERVIDOR PÚBLICO MUNICIPAL
2016,VITÓRIA DA CONQUISTA,VEREADOR,10714,10,PRB,FIRMINO ALVES,42,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,22455,22,PR,VITORIA DA CONQUISTA,59,MASCULINO,LÊ E ESCREVE,PARDA,EMPRESÁRIO
2016,VITÓRIA DA CONQUISTA,VICE-PREFEITO,13,55,PSD,VITÓRIA DA CONQUISTA,61,FEMININO,SUPERIOR COMPLETO,PRETA,CONTADOR
2016,VITÓRIA DA CONQUISTA,VEREADOR,36103,36,PTC,JUREMA,60,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,COMERCIANTE
2016,VITÓRIA DA CONQUISTA,VEREADOR,12112,12,PDT,VITORIA DA CONQUISTA,19,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,55007,55,PSD,VITORIA DA CONQUISTA,52,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,DONA DE CASA
2016,VITÓRIA DA CONQUISTA,VEREADOR,77654,77,SD,VITÓRIA DA CONQUISTA,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
2016,VITÓRIA DA CONQUISTA,VEREADOR,40444,40,PSB,VITÓRIA DA CONQUISTA,21,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS
2016,VITÓRIA DA CONQUISTA,VEREADOR,43100,43,PV,SÃO PAULO,27,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS"
2016,VITÓRIA DA CONQUISTA,VICE-PREFEITO,65,43,PV,VITÓRIA DA CONQUISTA,57,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,MÚSICO
2016,VITÓRIA DA CONQUISTA,VEREADOR,77890,77,SD,VITÓRIA DA CONQUISTA,47,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,VIGILANTE
2016,VITÓRIA DA CONQUISTA,VEREADOR,17222,17,PSL,VITORIA DA CONQUISTA,51,FEMININO,SUPERIOR COMPLETO,PARDA,AGENTE DE SAÚDE E SANITARISTA
2016,VITÓRIA DA CONQUISTA,VEREADOR,36345,36,PTC,VITORIA DA CONQUISTA,55,MASCULINO,LÊ E ESCREVE,PARDA,COMERCIÁRIO
2016,VITÓRIA DA CONQUISTA,VEREADOR,12123,12,PDT,VITORIA DA CONQUISTA,37,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,AGENTE ADMINISTRATIVO
2016,VITÓRIA DA CONQUISTA,VEREADOR,31031,31,PHS,RECIFE,43,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO
