ANO_ELEICAO,NM_UE,DS_CARGO,NR_CANDIDATO,NR_PARTIDO,SG_PARTIDO,NM_MUNICIPIO_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO
2020,VITÓRIA DA CONQUISTA,VEREADOR,19025,19,PODE,URANDI,45,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,65252,65,PC do B,VITÓRIA DA CONQUISTA,42,FEMININO,SUPERIOR COMPLETO,PRETA,PROFESSOR DE ENSINO FUNDAMENTAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,15111,15,MDB,VITÓRIA DA CONQUISTA,49,MASCULINO,SUPERIOR INCOMPLETO,PARDA,VEREADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,45222,45,PSDB,VITÓRIA DA CONQUISTA,30,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA
2020,VITÓRIA DA CONQUISTA,VEREADOR,70777,70,AVANTE,POTIRAGUÁ,56,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,REPRESENTANTE COMERCIAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,10001,10,REPUBLICANOS,CACHOEIRA DE PAJEÚ,52,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,10015,10,REPUBLICANOS,VITÓRIA DA CONQUISTA,50,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,36666,36,PTC,VITÓRIA DA CONQUISTA,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,19200,19,PODE,SÃO PAULO,39,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)
2020,VITÓRIA DA CONQUISTA,VEREADOR,45789,45,PSDB,JEQUIÉ,40,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA
2020,VITÓRIA DA CONQUISTA,VEREADOR,55222,55,PSD,CACULÉ,65,FEMININO,SUPERIOR COMPLETO,PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO)
2020,VITÓRIA DA CONQUISTA,VEREADOR,13888,13,PT,VITÓRIA DA CONQUISTA,52,MASCULINO,SUPERIOR INCOMPLETO,PRETA,ADMINISTRADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,22700,22,PL,SÃO PAULO,44,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,28777,28,PRTB,VITÓRIA DA CONQUISTA,42,MASCULINO,SUPERIOR COMPLETO,PARDA,ADMINISTRADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,11170,11,PP,BANDEIRA DO SUL,58,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,AGENTE DE SAÚDE E SANITARISTA
2020,VITÓRIA DA CONQUISTA,VEREADOR,10310,10,REPUBLICANOS,VITÓRIA DA CONQUISTA,60,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO)
2020,VITÓRIA DA CONQUISTA,VEREADOR,11005,11,PP,VITÓRIA DA CONQUISTA,58,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,REPRESENTANTE COMERCIAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,28277,28,PRTB,ITABUNA,38,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,65567,65,PC do B,VITÓRIA DA CONQUISTA,50,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,45444,45,PSDB,LAGARTO,57,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,VIGILANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,25322,25,DEM,PLANALTO,34,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,11567,11,PP,VITÓRIA DA CONQUISTA,72,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PRETA,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA
2020,VITÓRIA DA CONQUISTA,VEREADOR,18000,18,REDE,VITÓRIA DA CONQUISTA,28,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,19444,19,PODE,VITÓRIA DA CONQUISTA,32,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)
2020,VITÓRIA DA CONQUISTA,VEREADOR,25255,25,DEM,SÃO PAULO,39,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,51400,51,PATRIOTA,VITÓRIA DA CONQUISTA,24,FEMININO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,10192,10,REPUBLICANOS,VITÓRIA DA CONQUISTA,39,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,DONA DE CASA
2020,VITÓRIA DA CONQUISTA,VEREADOR,55224,55,PSD,VITÓRIA DA CONQUISTA,55,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,20200,20,PSC,ITUAÇU,47,MASCULINO,SUPERIOR COMPLETO,SEM INFORMAÇÃO,POLICIAL CIVIL
2020,VITÓRIA DA CONQUISTA,VEREADOR,28928,28,PRTB,SÃO PAULO,53,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO)
2020,VITÓRIA DA CONQUISTA,VEREADOR,19789,19,PODE,VITÓRIA DA CONQUISTA,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,PEDAGOGO
2020,VITÓRIA DA CONQUISTA,VEREADOR,10999,10,REPUBLICANOS,BELO HORIZONTE,52,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PRETA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,25000,25,DEM,ARACATU,50,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,65123,65,PC do B,GANDU,49,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,45588,45,PSDB,VITÓRIA DA CONQUISTA,70,FEMININO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO)
2020,VITÓRIA DA CONQUISTA,VEREADOR,22652,22,PL,DIADEMA,37,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,10111,10,REPUBLICANOS,VITÓRIA DA CONQUISTA,35,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,MANICURE E MAQUILADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,15000,15,MDB,ILHÉUS,55,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,PROFESSOR DE ENSINO FUNDAMENTAL
2020,VITÓRIA DA CONQUISTA,VICE-PREFEITO,11,77,SOLIDARIEDADE,SALTO DA DIVISA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,65111,65,PC do B,VITÓRIA DA CONQUISTA,45,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,10565,10,REPUBLICANOS,JEQUIÉ,51,FEMININO,SUPERIOR COMPLETO,PARDA,PROFESSOR DE ENSINO MÉDIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,25192,25,DEM,VITÓRIA DA CONQUISTA,26,MASCULINO,SUPERIOR COMPLETO,PARDA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)
2020,VITÓRIA DA CONQUISTA,VEREADOR,70555,70,AVANTE,CAATIBA,64,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,14555,14,PTB,VITÓRIA DA CONQUISTA,48,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VICE-PREFEITO,18,18,REDE,ITAGIBÁ,23,MASCULINO,SUPERIOR INCOMPLETO,PRETA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,11777,11,PP,ITAPEBI,56,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,14015,14,PTB,RECIFE,67,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,DONA DE CASA
2020,VITÓRIA DA CONQUISTA,VEREADOR,36000,36,PTC,VITÓRIA DA CONQUISTA,55,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,19201,19,PODE,VITÓRIA DA CONQUISTA,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,MECÂNICO DE MANUTENÇÃO
2020,VITÓRIA DA CONQUISTA,VEREADOR,45545,45,PSDB,VITÓRIA DA CONQUISTA,58,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,65777,65,PC do B,VITÓRIA DA CONQUISTA,44,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,45123,45,PSDB,SÃO JOSÉ DO RIO PRETO,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,40123,40,PSB,VITÓRIA DA CONQUISTA,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,PSICÓLOGO
2020,VITÓRIA DA CONQUISTA,VEREADOR,45038,45,PSDB,INAJÁ,40,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,40015,40,PSB,BELO CAMPO,43,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,55888,55,PSD,VITÓRIA DA CONQUISTA,42,FEMININO,SUPERIOR COMPLETO,PARDA,ASSISTENTE SOCIAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,15777,15,MDB,VITÓRIA DA CONQUISTA,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,11001,11,PP,VITÓRIA DA CONQUISTA,35,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,28878,28,PRTB,CÂNDIDO SALES,59,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,40222,40,PSB,VITÓRIA DA CONQUISTA,39,MASCULINO,SUPERIOR COMPLETO,PRETA,PUBLICITÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,10124,10,REPUBLICANOS,VITÓRIA DA CONQUISTA,64,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,14123,14,PTB,VITÓRIA DA CONQUISTA,49,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,70130,70,AVANTE,VITÓRIA DA CONQUISTA,57,MASCULINO,ENSINO MÉDIO INCOMPLETO,PRETA,MILITAR REFORMADO
2020,VITÓRIA DA CONQUISTA,VEREADOR,20321,20,PSC,VITÓRIA DA CONQUISTA,34,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS"
2020,VITÓRIA DA CONQUISTA,VEREADOR,65141,65,PC do B,VITÓRIA DA CONQUISTA,16,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,MÚSICO
2020,VITÓRIA DA CONQUISTA,VEREADOR,28888,28,PRTB,VITÓRIA DA CONQUISTA,43,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,AGENTE DE SAÚDE E SANITARISTA
2020,VITÓRIA DA CONQUISTA,VEREADOR,25111,25,DEM,VITÓRIA DA CONQUISTA,57,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,TRABALHADOR RURAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,14000,14,PTB,VITÓRIA DA CONQUISTA,59,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,POLICIAL MILITAR
2020,VITÓRIA DA CONQUISTA,VEREADOR,40125,40,PSB,JABOATÃO DOS GUARARAPES,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA
2020,VITÓRIA DA CONQUISTA,VEREADOR,25126,25,DEM,VITÓRIA DA CONQUISTA,49,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,25333,25,DEM,VITÓRIA DA CONQUISTA,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,11525,11,PP,VITÓRIA DA CONQUISTA,48,FEMININO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,51501,51,PATRIOTA,ITORORÓ,25,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,36234,36,PTC,CARAZINHO,55,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,51123,51,PATRIOTA,VITÓRIA DA CONQUISTA,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,11200,11,PP,VITÓRIA DA CONQUISTA,55,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,COZINHEIRO
2020,VITÓRIA DA CONQUISTA,VEREADOR,70144,70,AVANTE,DIVISÓPOLIS,33,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,CANTOR E COMPOSITOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,25444,25,DEM,VITÓRIA DA CONQUISTA,45,FEMININO,SUPERIOR COMPLETO,PARDA,ADVOGADO
2020,VITÓRIA DA CONQUISTA,VEREADOR,50050,50,PSOL,CAMACÃ,64,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,AGRICULTOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,70234,70,AVANTE,VITÓRIA DA CONQUISTA,25,FEMININO,SUPERIOR INCOMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,28999,28,PRTB,VITÓRIA DA CONQUISTA,46,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,19007,19,PODE,VITÓRIA DA CONQUISTA,32,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,11258,11,PP,VITÓRIA DA CONQUISTA,38,MASCULINO,SUPERIOR INCOMPLETO,PRETA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,20162,20,PSC,VITÓRIA DA CONQUISTA,58,FEMININO,ENSINO MÉDIO INCOMPLETO,SEM INFORMAÇÃO,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA
2020,VITÓRIA DA CONQUISTA,VEREADOR,25521,25,DEM,VITÓRIA DA CONQUISTA,32,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,CABELEIREIRO E BARBEIRO
2020,VITÓRIA DA CONQUISTA,VEREADOR,25222,25,DEM,ENCRUZILHADA,39,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,ADMINISTRADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,36100,36,PTC,VITÓRIA DA CONQUISTA,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,13800,13,PT,JEQUIÉ,53,MASCULINO,SUPERIOR INCOMPLETO,PARDA,PRODUTOR DE ESPETÁCULOS PÚBLICOS
2020,VITÓRIA DA CONQUISTA,VEREADOR,11000,11,PP,CORDEIROS,56,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,REPRESENTANTE COMERCIAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,15789,15,MDB,ITAPETINGA,50,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,VEREADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,14111,14,PTB,OEIRAS,51,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,11180,11,PP,ITAPETINGA,48,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,65420,65,PC do B,ITAPETINGA,41,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,MÚSICO
2020,VITÓRIA DA CONQUISTA,VEREADOR,51234,51,PATRIOTA,VITÓRIA DA CONQUISTA,42,MASCULINO,SUPERIOR COMPLETO,PRETA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,13523,13,PT,VITÓRIA DA CONQUISTA,38,FEMININO,SUPERIOR COMPLETO,PRETA,PEDAGOGO
2020,VITÓRIA DA CONQUISTA,VEREADOR,22789,22,PL,VITÓRIA DA CONQUISTA,44,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,40555,40,PSB,VITÓRIA DA CONQUISTA,59,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,MOTORISTA PARTICULAR
2020,VITÓRIA DA CONQUISTA,VEREADOR,70222,70,AVANTE,VITÓRIA DA CONQUISTA,49,MASCULINO,LÊ E ESCREVE,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,15115,15,MDB,BRUMADO,74,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,20016,20,PSC,VITÓRIA DA CONQUISTA,55,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,36922,36,PTC,SÃO PAULO,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,65323,65,PC do B,IBICARAÍ,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PRETA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,20258,20,PSC,ARATACA,62,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SEM INFORMAÇÃO,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS"
2020,VITÓRIA DA CONQUISTA,VEREADOR,65500,65,PC do B,VITÓRIA DA CONQUISTA,30,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,15140,15,MDB,VITÓRIA DA CONQUISTA,61,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,VEREADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,13555,13,PT,VITÓRIA DA CONQUISTA,62,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,65192,65,PC do B,ITARANTIM,44,MASCULINO,SUPERIOR COMPLETO,PRETA,GEÓGRAFO
2020,VITÓRIA DA CONQUISTA,VEREADOR,36777,36,PTC,PRADO,64,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,DONA DE CASA
2020,VITÓRIA DA CONQUISTA,VEREADOR,45045,45,PSDB,SANTA LUZIA,56,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,45600,45,PSDB,POÇÕES,56,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,MOTOBOY
2020,VITÓRIA DA CONQUISTA,VEREADOR,36012,36,PTC,VITÓRIA DA CONQUISTA,42,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,11113,11,PP,MACARANI,66,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,19133,19,PODE,CÂNDIDO SALES,53,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,13130,13,PT,ITABUNA,62,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,20999,20,PSC,VITÓRIA DA CONQUISTA,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,55999,55,PSD,VITÓRIA DA CONQUISTA,49,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,PUBLICITÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,14789,14,PTB,VITÓRIA DA CONQUISTA,44,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,13111,13,PT,POÇÕES,41,MASCULINO,SUPERIOR COMPLETO,PARDA,VEREADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,70666,70,AVANTE,JAGUAQUARA,62,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA
2020,VITÓRIA DA CONQUISTA,VEREADOR,70003,70,AVANTE,VITÓRIA DA CONQUISTA,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROTÉTICO
2020,VITÓRIA DA CONQUISTA,VEREADOR,15444,15,MDB,VITÓRIA DA CONQUISTA,24,FEMININO,SUPERIOR INCOMPLETO,PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS"
2020,VITÓRIA DA CONQUISTA,VEREADOR,51444,51,PATRIOTA,VITÓRIA DA CONQUISTA,49,MASCULINO,LÊ E ESCREVE,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,10006,10,REPUBLICANOS,VITÓRIA DA CONQUISTA,34,MASCULINO,SUPERIOR INCOMPLETO,PRETA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,55777,55,PSD,VITÓRIA DA CONQUISTA,45,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,70051,70,AVANTE,VITÓRIA DA CONQUISTA,52,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,EMPRESÁRIO
2020,VITÓRIA DA CONQUISTA,VEREADOR,20022,20,PSC,BOA NOVA,44,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,VEREADOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,19022,19,PODE,ITAPETINGA,35,MASCULINO,SUPERIOR COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,19366,19,PODE,VITÓRIA DA CONQUISTA,38,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)
2020,VITÓRIA DA CONQUISTA,VEREADOR,70020,70,AVANTE,SÃO PAULO,41,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,36001,36,PTC,VITÓRIA DA CONQUISTA,61,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO)
2020,VITÓRIA DA CONQUISTA,VEREADOR,28155,28,PRTB,CAATIBA,39,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,22777,22,PL,VITÓRIA DA CONQUISTA,41,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,20811,20,PSC,NANUQUE,60,FEMININO,ENSINO MÉDIO INCOMPLETO,SEM INFORMAÇÃO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA
2020,VITÓRIA DA CONQUISTA,VEREADOR,11456,11,PP,IBICARAÍ,40,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,COMERCIANTE
2020,VITÓRIA DA CONQUISTA,VEREADOR,22100,22,PL,SÃO PAULO,31,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,10020,10,REPUBLICANOS,BARRA DO CHOÇA,47,FEMININO,SUPERIOR COMPLETO,PARDA,DIRETOR DE ESTABELECIMENTO DE ENSINO
2020,VITÓRIA DA CONQUISTA,VEREADOR,10444,10,REPUBLICANOS,AIUABA,32,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VICE-PREFEITO,13,13,PT,CANAVIEIRAS,39,FEMININO,SUPERIOR COMPLETO,BRANCA,JORNALISTA E REDATOR
2020,VITÓRIA DA CONQUISTA,VEREADOR,10230,10,REPUBLICANOS,ITAMBÉ,67,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,OUTROS
2020,VITÓRIA DA CONQUISTA,VEREADOR,36321,36,PTC,VITÓRIA DA CONQUISTA,48,MASCULINO,SUPERIOR COMPLETO,PARDA,PROFESSOR DE ENSINO FUNDAMENTAL
2020,VITÓRIA DA CONQUISTA,VEREADOR,22192,22,PL,VITÓRIA DA CONQUISTA,45,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
